date,datetime,wait_time(posted),wait_time(actual)
2018-01-03,2018-01-03 18:53:00,95.0,
2018-01-03,2018-01-03 18:58:00,100.0,
2018-01-03,2018-01-03 19:04:00,100.0,
2018-01-03,2018-01-03 19:11:00,105.0,
2018-01-03,2018-01-03 19:16:00,60.0,
2018-01-03,2018-01-03 19:19:00,105.0,
2018-01-03,2018-01-03 19:23:00,60.0,
2018-01-03,2018-01-03 19:29:00,85.0,
2018-01-03,2018-01-03 19:37:00,80.0,
2018-01-03,2018-01-03 19:44:00,75.0,
2018-01-03,2018-01-03 19:57:00,70.0,
2018-01-03,2018-01-03 19:58:00,70.0,
2018-01-03,2018-01-03 20:06:00,70.0,
2018-01-03,2018-01-03 20:09:00,70.0,
2018-01-03,2018-01-03 19:19:00,,58.0
2018-01-03,2018-01-03 20:18:00,65.0,
2018-01-03,2018-01-03 20:29:00,65.0,
2018-01-03,2018-01-03 20:29:00,65.0,
2018-01-03,2018-01-03 20:39:00,70.0,
2018-01-03,2018-01-03 20:50:00,65.0,
2018-01-03,2018-01-03 20:57:00,20.0,
2018-01-03,2018-01-03 20:58:00,20.0,
2018-01-03,2018-01-03 21:04:00,-999.0,
2018-01-03,2018-01-03 21:11:00,-999.0,
2018-01-04,2018-01-04 08:53:00,5.0,
2018-01-04,2018-01-04 08:58:00,5.0,
2018-01-04,2018-01-04 09:04:00,25.0,
2018-01-04,2018-01-04 09:11:00,45.0,
2018-01-04,2018-01-04 09:16:00,55.0,
2018-01-04,2018-01-04 09:25:00,55.0,
2018-01-04,2018-01-04 09:31:00,55.0,
2018-01-04,2018-01-04 09:37:00,55.0,
2018-01-04,2018-01-04 09:44:00,55.0,
2018-01-04,2018-01-04 09:51:00,55.0,
2018-01-04,2018-01-04 10:04:00,55.0,
2018-01-04,2018-01-04 10:04:00,55.0,
2018-01-04,2018-01-04 10:09:00,90.0,
2018-01-04,2018-01-04 10:18:00,90.0,
2018-01-04,2018-01-04 10:29:00,50.0,
2018-01-04,2018-01-04 10:37:00,120.0,
2018-01-04,2018-01-04 10:37:00,120.0,
2018-01-04,2018-01-04 10:44:00,120.0,
2018-01-04,2018-01-04 10:58:00,150.0,
2018-01-04,2018-01-04 10:59:00,150.0,
2018-01-04,2018-01-04 11:04:00,150.0,
2018-01-04,2018-01-04 11:09:00,150.0,
2018-01-04,2018-01-04 11:20:00,150.0,
2018-01-04,2018-01-04 11:25:00,150.0,
2018-01-04,2018-01-04 11:29:00,150.0,
